Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS
200602,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,1136564,515.5454304
200602,Cargolux Airlines ,CV,Cargolux Airlines ,CV,International,Europe,Deplaned,Cargo,Freighter,736003,333.8509608
200602,Cargolux Airlines ,CV,Cargolux Airlines ,CV,International,Europe,Enplaned,Cargo,Freighter,966713,438.5010168
200602,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,693047,314.3661192
200602,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,170463,77.3220168
200602,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,108339,49.1425704
200602,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,660978,299.8196208
200602,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,44760,20.303136
200602,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,2469,1.1199384
200602,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,1946622,882.9877392
200602,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,72337,32.8120632
200602,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,1450461,657.9291096
200602,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,32269,14.6372184
200602,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Cargo,Freighter,424778,192.6793008
200602,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Mail,Freighter,8091,3.6700776
200602,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Enplaned,Cargo,Freighter,463138,210.0793968
200602,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,778252,353.0151072
200602,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Express,Passenger,376799,170.9160264
200602,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,236350,107.20836
200602,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,113783,51.6119688
200602,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Express,Passenger,1098221,498.1530456
200602,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,154117,69.9074712
200602,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,2814499,1276.656746
200602,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,1059790,480.720744
200602,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,8414377,3816.761407
200602,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,6457579,2929.157834
200602,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,77358,35.0895888
200602,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,20156,9.1427616
200602,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,60808,27.5825088
200602,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,9497,4.3078392
200602,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,93644,42.4769184
200602,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,345936,156.9165696
200602,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,25544,11.5867584
200602,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,6197,2.8109592
200602,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Freighter,1187709,538.7448024
200602,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,472294,214.2325584
200602,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Freighter,158586,71.9346096
200602,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,63062,28.6049232
200602,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Freighter,534979,242.6664744
200602,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,212735,96.496596
200602,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,159238,72.2303568
200602,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,63321,28.7224056
200602,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,510802,231.6997872
200602,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,91949,41.7080664
200602,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,574329,260.5156344
200602,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,151896,68.9000256
200602,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,510141,231.3999576
200602,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,692250,314.0046
200602,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,539925,244.90998
200602,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Enplaned,Cargo,Freighter,410793,186.3357048
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1890932,857.7267552
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,564112,255.8812032
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,40259,18.2614824
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,12010,5.447736
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,18517,8.3993112
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,5524,2.5056864
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1472045,667.719612
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,439148,199.1975328
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,2651,1.2024936
200602,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,791,0.3587976
200602,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,890082,403.7411952
200602,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,27932,12.6699552
200602,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,946847,429.4897992
200602,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,12471,5.6568456
200602,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,23857,10.8215352
200602,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,6164,2.7959904
200602,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,15181,6.8861016
200602,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,1860271,843.8189256
200602,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,30967,14.0466312
200602,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,1383598,627.6000528
200602,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,216570,98.236152
200602,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,488363,221.5214568
200602,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,62157,28.1944152
200602,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,53359,24.2036424
200602,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,39037,17.7071832
200602,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,177,0.0802872
200602,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,746,0.3383856
200602,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,216,0.0979776
200602,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,97322,44.1452592
200602,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,11123,5.0453928
200602,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,24589,11.1535704
200602,TACA,TA,TACA,TA,International,Central America,Deplaned,Cargo,Passenger,5345,2.424492
200602,TACA,TA,TACA,TA,International,Central America,Enplaned,Cargo,Passenger,594,0.2694384
200602,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Deplaned,Cargo,Freighter,1096948,497.5756128
200602,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Enplaned,Cargo,Freighter,894884,405.9193824
200602,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Cargo,Passenger,137651,62.4384936
200602,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Express,Passenger,3300,1.49688
200602,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Mail,Passenger,150602,68.3130672
200602,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Cargo,Passenger,224363,101.7710568
200602,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Express,Passenger,5066,2.2979376
200602,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Mail,Passenger,225910,102.472776
200602,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,175156,79.4507616
200602,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,182874,82.9516464
200602,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,260012,117.9414432
200602,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,600868,272.5537248
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,201277,91.2992472
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,1983498,899.7146928
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,1559068,707.1932448
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,176373,80.0027928
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,3010944,1365.764198
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,3229150,1464.74244
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,4635228,2102.539421
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,469333,212.8894488
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,1398222,634.2334992
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,766792,347.8168512
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,1246,0.5651856
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,610686,277.0071696
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,39159,17.7625224
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,90069,40.8552984
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,144744,65.6558784
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,1475,0.66906
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,7420,3.365712
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Cargo,Passenger,25,0.01134
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,8791,3.9875976
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,27497,12.4726392
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,1218719,552.8109384
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,439864,199.5223104
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,1020202,462.7636272
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,586839,266.1901704
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,20124,9.1282464
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,3213,1.4574168
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,1286,0.5833296
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,23285,10.562076
200602,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,217599,98.7029064
200602,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,206498,93.6674928
200603,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,2630859,1193.357642
200603,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,2284585,1036.287756
200603,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Cargo,Passenger,49147,22.2930792
200603,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Mail,Passenger,60917,27.6319512
200603,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Cargo,Passenger,44662,20.2586832
200603,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Mail,Passenger,191169,86.7142584
200603,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Cargo,Passenger,26353,11.9537208
200603,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Express,Passenger,7501,3.4024536
200603,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Mail,Passenger,50851,23.0660136
200603,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Cargo,Passenger,150872,68.4355392
200603,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Express,Passenger,30088,13.6479168
200603,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Mail,Passenger,104840,47.555424
200603,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,831923,377.3602728
200603,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,100842,45.7419312
200603,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,469368,212.9053248
200603,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,899459,407.9946024
200603,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,15448,7.0072128
200603,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,389717,176.7756312
200603,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,112528,51.0427008
200603,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,634984,288.0287424
200603,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,34449,15.6260664
200603,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,270253,122.5867608
200603,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,41879,18.9963144
200603,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,225631,102.3462216
200603,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,3904,1.7708544
200603,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,189437,85.9286232
200603,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,3860,1.750896
200603,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,77,0.0349272
200603,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Cargo,Passenger,9902,4.4915472
200603,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Cargo,Passenger,27127,12.3048072
200603,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,59290,26.893944
200603,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,88782,40.2715152
200603,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,10157,4.6072152
200603,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,341684,154.9878624
200603,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,210329,95.4052344
200603,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,815694,369.9987984
200603,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,103497,46.9462392
200603,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,2555359,1159.110842
200603,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,667424,302.7435264
200603,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,2397330,1087.428888
200603,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,1355559,614.8815624
200603,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,864543,392.1567048
200603,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,783415,355.357044
200603,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,1080195,489.976452
200603,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,978832,443.9981952
200603,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Deplaned,Cargo,Freighter,852447,386.6699592
200603,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Enplaned,Cargo,Freighter,849870,385.501032
200603,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,1132287,513.6053832
200603,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,13763,6.2428968
200603,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,1385606,628.5108816
200603,Cargolux Airlines ,CV,Cargolux Airlines ,CV,International,Europe,Deplaned,Cargo,Freighter,1048850,475.75836
200603,Cargolux Airlines ,CV,Cargolux Airlines ,CV,International,Europe,Enplaned,Cargo,Freighter,1101584,499.6785024
200603,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,1102557,500.1198552
200603,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,183087,83.0482632
200603,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,162397,73.6632792
200603,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,741277,336.2432472
200603,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,48808,22.1393088
200603,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,2910,1.319976
200603,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,2270061,1029.69967
200603,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,83380,37.821168
200603,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,1803330,817.990488
200603,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,33944,15.3969984
200603,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Cargo,Freighter,601569,272.8716984
200603,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Enplaned,Cargo,Freighter,1220749,553.7317464
200603,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,855090,387.868824
200603,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Express,Passenger,314520,142.666272
200603,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,208623,94.6313928
200603,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,55722,25.2754992
200603,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Express,Passenger,1303941,591.4676376
200603,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,198956,90.2464416
200603,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,3234237,1467.049903
200603,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,1193192,541.2318912
200603,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,9992373,4532.540393
200603,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,7834522,3553.739179
200603,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,73640,33.403104
200603,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,23204,10.5253344
200603,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,60830,27.592488
200603,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,10843,4.9183848
200603,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,103442,46.9212912
200603,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,339382,153.9436752
200603,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,30891,14.0121576
200603,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,5523,2.5052328
200603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Freighter,1528390,693.277704
200603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,521828,236.7011808
200603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Freighter,187654,85.1198544
200603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,64070,29.062152
200603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Freighter,863784,391.8124224
200603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,294916,133.7738976
200603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,190243,86.2942248
200603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,64953,29.4626808
200603,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,710010,322.060536
200603,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,17743,8.0482248
200603,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,673961,305.7087096
200603,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,162923,73.9018728
200603,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,786456,356.7364416
200603,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,974567,442.0635912
200603,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,681326,309.0494736
200603,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Enplaned,Cargo,Freighter,647249,293.5921464
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,2205027,1000.200247
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,630229,285.8718744
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,60288,27.3466368
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,17231,7.8159816
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,4967,2.2530312
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,1419,0.6436584
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1747142,792.5036112
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,499358,226.5087888
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,3017,1.3685112
200603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,862,0.3910032
